1,1,0,0,0,0
1,2,300,1,1,0
1,3,0,0,1,563
1,4,0,0,1,426
1,5,350,1,0,561
1,6,0,0,1,560
1,7,0,0,1,542
1,8,300,1,0,429
1,9,0,0,1,540
1,10,250,1,1,0
1,11,300,1,0,393
1,12,0,0,1,408
1,13,0,0,1,646
1,14,0,0,1,541
1,15,0,0,1,364
1,16,250,1,0,442
1,17,200,1,1,0
1,18,0,0,1,736
1,19,0,0,1,694
1,20,0,0,1,677
1,21,0,0,1,396
1,22,0,0,1,442
1,23,0,0,1,705
1,24,0,0,1,736
1,25,0,0,1,702
1,26,0,0,1,557
1,27,0,0,1,780
1,28,0,0,1,970
1,29,0,0,1,825
1,30,0,0,1,472
1,31,250,1,0,1038
1,32,0,0,1,485
1,33,200,1,1,0
1,34,0,0,1,802
1,35,250,1,0,745
1,36,0,0,1,640
1,37,0,0,0,0
1,38,0,0,1,781
1,39,0,0,1,500
1,40,0,0,1,675
1,41,0,0,1,497
1,42,0,0,1,624
1,43,0,0,1,735
1,44,200,1,1,0
1,45,250,1,1,0
1,46,0,0,1,491
1,47,0,0,1,601
1,48,300,1,0,824
1,49,0,0,1,463
1,50,0,0,1,749
1,51,0,0,1,724
1,52,250,1,1,0
1,53,0,0,1,553
1,54,300,1,0,456
1,55,250,1,1,0
1,56,0,0,1,669
1,57,0,0,1,740
1,58,300,1,1,0
1,59,350,1,1,0
1,60,0,0,1,664
1,61,0,0,1,1031
1,62,0,0,1,549
1,63,0,0,1,612
1,64,400,1,0,307
1,65,0,0,1,881
1,66,350,1,0,520
1,67,0,0,1,679
1,68,0,0,1,981
1,69,300,1,1,0
1,70,0,0,1,555
1,71,350,1,1,0
1,72,0,0,1,560
1,73,0,0,1,591
1,74,0,0,1,462
1,75,0,0,1,388
1,76,0,0,1,315
1,77,0,0,1,698
1,78,0,0,1,816
1,79,0,0,1,703
1,80,0,0,1,454
1,81,0,0,1,700
1,82,0,0,1,595
1,83,0,0,1,586
1,84,0,0,1,448
1,85,400,1,1,0
1,86,0,0,1,654
1,87,0,0,1,732
1,88,0,0,1,427
1,89,450,1,1,0
1,90,0,0,1,616
1,91,0,0,1,751
1,92,0,0,1,1086
1,93,500,1,0,396
1,94,0,0,1,571
1,95,0,0,1,530
1,96,0,0,1,744
1,97,0,0,0,0
1,98,0,0,1,462
1,99,0,0,1,372
1,100,0,0,1,875
1,101,0,0,1,978
1,102,450,1,1,0
1,103,0,0,1,527
1,104,0,0,1,790
1,105,0,0,1,508
1,106,0,0,1,635
1,107,0,0,1,626
1,108,500,1,0,385
1,109,0,0,1,615
1,110,0,0,1,902
1,111,450,1,1,0
1,112,0,0,1,499
1,113,0,0,1,426
1,114,0,0,1,825
1,115,0,0,1,399
1,116,0,0,1,502
1,117,0,0,1,357
1,118,500,1,0,459
1,119,450,1,0,458
1,120,0,0,1,441
2,1,400,1,0,571
2,2,0,0,1,969
2,3,350,1,1,0
2,4,400,1,1,0
2,5,0,0,1,717
2,6,0,0,1,812
2,7,0,0,1,811
2,8,0,0,1,666
2,9,0,0,1,712
2,10,0,0,1,767
2,11,0,0,1,589
2,12,0,0,1,812
2,13,450,1,1,0
2,14,0,0,1,706
2,15,0,0,1,984
2,16,0,0,1,1023
2,17,500,1,1,0
2,18,0,0,1,652
2,19,0,0,1,1147
2,20,0,0,1,930
2,21,0,0,1,592
2,22,0,0,1,759
2,23,0,0,1,902
2,24,0,0,1,636
2,25,550,1,0,795
2,26,0,0,1,778
2,27,0,0,1,880
2,28,0,0,1,1023
2,29,500,1,0,782
2,30,0,0,1,532
2,31,0,0,1,1011
2,32,450,1,1,0
2,33,0,0,1,1104
2,34,0,0,1,983
2,35,500,1,1,0
2,36,0,0,1,700
2,37,0,0,1,715
2,38,0,0,1,970
2,39,0,0,1,1152
2,40,0,0,1,959
2,41,550,1,0,814
2,42,500,1,1,0
2,43,0,0,1,971
2,44,0,0,1,834
2,45,0,0,1,1097
2,46,0,0,1,951
2,47,0,0,1,966
2,48,550,1,1,0
2,49,0,0,1,1035
2,50,0,0,0,0
2,51,0,0,1,873
2,52,0,0,1,623
2,53,600,1,1,0
2,54,650,1,1,0
2,55,700,1,1,0
2,56,0,0,1,1202
2,57,750,1,1,0
2,58,0,0,1,943
2,59,0,0,1,1134
2,60,0,0,1,829
2,61,800,1,0,891
2,62,750,1,0,634
2,63,0,0,1,1129
2,64,0,0,1,1023
2,65,0,0,1,806
2,66,700,1,0,733
2,67,0,0,0,787
2,68,0,0,1,690
2,69,650,1,1,0
2,70,0,0,1,743
2,71,0,0,1,1046
2,72,0,0,1,1101
2,73,0,0,1,1172
2,74,0,0,1,1106
2,75,0,0,1,1041
2,76,700,1,0,976
2,77,0,0,1,1182
2,78,0,0,0,0
2,79,0,0,1,1212
2,80,0,0,1,978
2,81,0,0,1,1041
2,82,0,0,1,1176
2,83,0,0,1,1070
2,84,0,0,1,1029
2,85,0,0,1,1076
2,86,650,1,1,0
2,87,0,0,0,0
2,88,0,0,0,0
2,89,0,0,1,1030
2,90,700,1,0,1213
2,91,0,0,0,0
2,92,0,0,0,0
2,93,0,0,0,0
2,94,0,0,1,1216
2,95,0,0,1,1054
2,96,0,0,0,0
2,97,0,0,0,0
2,98,0,0,1,906
2,99,0,0,1,929
2,100,0,0,1,1008
2,101,0,0,1,974
2,102,650,1,0,909
2,103,0,0,0,0
2,104,0,0,1,1178
2,105,600,1,0,945
2,106,0,0,1,1024
2,107,550,1,1,0
2,108,0,0,0,0
2,109,600,1,0,1212
2,110,0,0,1,1027
2,111,0,0,1,1089
2,112,550,1,0,792
2,113,500,1,1,0
2,114,0,0,1,1173
2,115,0,0,1,1116
2,116,0,0,1,1155
2,117,0,0,1,1209
2,118,550,1,1,0
2,119,0,0,1,1159
2,120,0,0,1,1117
3,1,0,0,1,1164
3,2,0,0,1,1139
3,3,600,1,1,0
3,4,0,0,1,1200
3,5,0,0,1,1159
3,6,0,0,0,0
3,7,650,1,1,0
3,8,700,1,1,0
3,9,750,1,0,946
3,10,0,0,0,0
3,11,0,0,1,1199
3,12,700,1,1,0
3,13,0,0,0,0
3,14,0,0,1,1019
3,15,0,0,1,898
3,16,0,0,1,1064
3,17,0,0,1,1055
3,18,0,0,1,1126
3,19,750,1,1,0
3,20,800,1,1,0
3,21,0,0,1,1098
3,22,0,0,0,0
3,23,850,1,1,0
3,24,900,1,1,0
3,25,950,1,0,1156
3,26,0,0,0,0
3,27,0,0,1,970
3,28,0,0,1,1032
3,29,0,0,1,1023
3,30,900,1,0,1014
3,31,850,1,1,0
3,32,0,0,0,0
3,33,0,0,0,0
3,34,900,1,0,1136
3,35,0,0,1,991
3,36,0,0,1,926
3,37,0,0,1,1140
3,38,0,0,0,0
3,39,0,0,1,1106
3,40,0,0,1,1136
3,41,0,0,1,1055
3,42,850,1,0,958
3,43,0,0,0,0
3,44,0,0,0,0
3,45,0,0,1,874
3,46,0,0,1,929
3,47,0,0,1,1039
3,48,0,0,1,1102
3,49,0,0,1,1069
3,50,0,0,0,0
3,51,0,0,0,0
3,52,0,0,1,1137
3,53,800,1,1,0
3,54,0,0,0,0
3,55,850,1,0,1149
3,56,0,0,0,0
3,57,0,0,1,1210
3,58,800,1,1,0
3,59,0,0,1,959
3,60,850,1,1,0
3,61,0,0,0,0
3,62,0,0,1,971
3,63,0,0,1,1154
3,64,0,0,0,0
3,65,0,0,1,1071
3,66,0,0,1,1198
3,67,900,1,0,1125
3,68,850,1,1,0
3,69,0,0,0,0
3,70,900,1,1,0
3,71,0,0,1,1175
3,72,0,0,1,1046
3,73,0,0,1,941
3,74,950,1,0,971
3,75,0,0,1,930
3,76,0,0,0,0
3,77,0,0,1,1191
3,78,0,0,1,1006
3,79,0,0,1,1149
3,80,0,0,1,1092
3,81,0,0,1,1058
3,82,0,0,1,1041
3,83,0,0,1,1216
3,84,0,0,0,0
3,85,0,0,0,0
3,86,0,0,0,0
3,87,0,0,1,786
3,88,0,0,1,1185
3,89,0,0,0,0
3,90,0,0,0,0
3,91,0,0,1,1229
3,92,0,0,1,1244
3,93,0,0,0,0
3,94,0,0,1,1105
3,95,0,0,1,456
3,96,0,0,1,886
3,97,900,1,0,1213
3,98,0,0,0,0
3,99,850,1,0,914
3,100,0,0,1,1241
3,101,0,0,0,0
3,102,0,0,1,1198
3,103,0,0,1,917
3,104,800,1,1,0
3,105,0,0,1,1154
3,106,850,1,1,0
3,107,0,0,1,1008
3,108,0,0,1,1006
3,109,0,0,0,0
3,110,0,0,0,0
3,111,0,0,1,1155
3,112,900,1,1,0
3,113,0,0,1,1064
3,114,0,0,1,1111
3,115,0,0,0,0
3,116,950,1,1,0
3,117,0,0,1,1107
3,118,1000,1,0,1001
3,119,0,0,0,0
3,120,950,1,1,0
4,1,1000,1,0,968
4,2,950,1,0,919
4,3,0,0,1,981
4,4,0,0,1,1020
4,5,0,0,1,915
4,6,0,0,1,1017
4,7,0,0,1,1120
4,8,0,0,1,1103
4,9,900,1,0,693
4,10,850,1,0,924
4,11,800,1,0,971
4,12,0,0,1,1186
4,13,0,0,0,0
4,14,0,0,0,0
4,15,0,0,0,0
4,16,0,0,1,276
4,17,750,1,0,947
4,18,0,0,1,466
4,19,0,0,0,0
4,20,0,0,1,1239
4,21,0,0,1,1086
4,22,0,0,1,1004
4,23,700,1,0,995
4,24,650,1,1,0
4,25,0,0,1,984
4,26,700,1,1,0
4,27,750,1,1,0
4,28,0,0,1,940
4,29,0,0,1,1059
4,30,0,0,1,1130
4,31,800,1,1,0
4,32,0,0,1,999
4,33,0,0,1,1126
4,34,0,0,1,1068
4,35,850,1,0,1043
4,36,800,1,0,322
4,37,0,0,1,936
4,38,0,0,1,1015
4,39,0,0,1,998
4,40,0,0,1,1004
4,41,750,1,1,0
4,42,800,1,1,0
4,43,850,1,0,937
4,44,0,0,0,0
4,45,0,0,0,0
4,46,800,1,1,0
4,47,0,0,1,515
4,48,0,0,1,1098
4,49,0,0,1,1033
4,50,0,0,1,1095
4,51,0,0,0,0
4,52,0,0,1,477
4,53,0,0,1,547
4,54,0,0,1,418
4,55,0,0,1,465
4,56,850,1,1,0
4,57,900,1,1,0
4,58,950,1,0,1221
4,59,0,0,0,0
4,60,0,0,1,1242
4,61,0,0,1,1137
4,62,0,0,1,239
4,63,0,0,1,1102
4,64,0,0,1,989
4,65,0,0,1,979
4,66,0,0,1,402
4,67,0,0,1,433
4,68,0,0,1,607
4,69,0,0,1,966
4,70,0,0,1,1157
4,71,0,0,0,0
4,72,0,0,1,954
4,73,0,0,1,281
4,74,900,1,0,191
4,75,0,0,1,270
4,76,0,0,1,1093
4,77,0,0,0,0
4,78,0,0,1,1074
4,79,850,1,1,0
4,80,900,1,0,1096
4,81,0,0,1,926
4,82,0,0,0,0
4,83,0,0,1,572
4,84,0,0,1,346
4,85,0,0,0,0
4,86,0,0,1,1168
4,87,0,0,1,1182
4,88,0,0,1,1141
4,89,0,0,1,1124
4,90,850,1,0,506
4,91,0,0,1,1113
4,92,0,0,1,1104
4,93,0,0,1,1222
4,94,800,1,1,0
4,95,0,0,1,1100
4,96,0,0,0,0
4,97,0,0,0,0
4,98,0,0,1,1056
4,99,850,1,0,894
4,100,0,0,1,1077
4,101,0,0,0,0
4,102,0,0,1,850
4,103,0,0,1,937
4,104,0,0,1,608
4,105,0,0,1,1062
