PPTID,Session1_Flanker_congruent_%correct,Session1_Flanker_neutral_%correct,Session1_Flanker_incongruent_%correct,Session1_Flanker_errorcost,Session1_Flanker_congruent_RT,Session1_Flanker_neutral_RT,Session1_Flanker_incongruent_RT,Session1_Flanker_RTcost,Session1_Stroop_congruent_%correct,Session1_Stroop_neutral_%correct,Session1_Stroop_incongruent_%correct,Session1_Stroop_errorcost,Session1_Stroop_congruent_RT,Session1_Stroop_neutral_RT,Session1_Stroop_incongruent_RT,Session1_Stroop_RTcost,Session1_GNG_gotrials_%correct,Session1_GNG_nogotrials_%correct,Session1_GNG_gotrials_RT,Session1_StopSignal_%Failedstop,Session1_StopSignal_MeanSSD,Session1_StopSignal_SSRTMEAN,Session1_StopSignal_GoRT,Session1_StopSignal_%correctGo,Session1_StopSignal_SSRTINTEGRATION,Session1_UPPS_NegativeUrgency,Session1_UPPS_Premeditation,Session1_UPPS_perseverance,Session1_UPPS_SensationSeeking,Session1_UPPS_PositiveUrgency,Session2_Flanker_congruent_%correct,Session2_Flanker_neutral_%correct,Session2_Flanker_incongruent_%correct,Session2_Flanker_errorcost,Session2_Flanker_congruent_RT,Session2_Flanker_neutral_RT,Session2_Flanker_incongruent_RT,Session2_Flanker_RTcost,Session2_Stroop_congruent_%correct,Session2_Stroop_neutral_%correct,Session2_Stroop_incongruent_%correct,Session2_Stroop_errorcost,Session2_Stroop_congruent_RT,Session2_Stroop_neutral_RT,Session2_Stroop_incongruent_RT,Session2_Stroop_RTcost,Session2_GNG_gotrials_%correct,Session2_GNG_nogotrials_%correct,Session2_GNG_gotrials_RT,Session2_StopSignal_%Failedstop,Session2_StopSignal_MeanSSD,Session2_StopSignal_SSRTMEAN,Session2_StopSignal_GoRT,Session2_StopSignal_%correctGo,Session2_StopSignal_SSRTINTEGRATION,Session2_UPPS_NegativeUrgency,Session2_UPPS_Premeditation,Session2_UPPS_perseverance,Session2_UPPS_SensationSeeking,Session2_UPPS_PositiveUrgency
23,97.917,96.667,82.917,15.000,425.682,421.828,529.281,103.598,91.25,90.41666667,85.41666667,5.833,577.5755858,625.5107481,676.8645575,99.289,98.66666667,84,429.7802178,49.66442953,211.409396,255.2427779,441.45,95.96412556,227.1241611,2.75,2.454545455,1.9,3.75,1.857142857,87.08333333,87.91666667,67.08333333,20,361.9953324,358.3517631,407.5692889,45.57395649,91.25,82.08333333,73.75,17.5,544.5381696,581.5347111,626.5274023,81.98923272,99.77777778,70.66666667,369.4357026,56.08108108,118.2432432,266.4390834,385.0118765,95.30201342,272.7567568,3.25,2.545454545,2.4,3.416666667,2.714285714
24,92.083,91.667,86.667,5.417,402.033,401.703,424.896,22.863,87.91666667,84.58333333,81.25,6.667,656.0335231,714.7326989,720.5393201,64.506,99.77777778,80,458.5609535,52.7027027,138.1756757,247.2996606,378.0962025,92.39373602,232.8243243,2,1.181818182,1.9,1.75,1.357142857,96.25,93.75,91.25,5,407.9086264,402.4686956,424.3426788,16.43405239,87.08333333,90,86.66666667,0.416666667,648.5425313,661.8645952,678.8799825,30.33745121,98.66666667,74,574.909346,51.00671141,171.8120805,237.8317551,392.3497409,92.15246637,218.1879195,1.666666667,1.909090909,1.8,1.333333333,1.285714286
25,92.917,93.750,83.333,9.583,429.315,436.644,483.257,53.942,90.41666667,88.75,82.08333333,8.333,579.0958531,609.1281668,656.8545048,77.759,99.55555556,72,414.236903,51.00671141,156.3758389,281.6264083,422.6304348,97.75784753,264.1040268,2.416666667,2.181818182,2.8,3,1.857142857,93.75,93.33333333,87.5,6.25,501.3611884,474.2631643,530.773786,29.41259757,92.5,85.41666667,82.91666667,9.583333333,579.8409576,618.2948728,646.1767322,66.33577457,99.11111111,73.33333333,421.9228565,55.70469799,113.4228188,294.7898509,394.5853659,95.73991031,283.5771812,2.666666667,2,2.4,3.416666667,2.071428571
26,95.833,95.000,88.333,7.500,442.992,437.735,464.422,21.429,92.5,94.58333333,94.16666667,-1.667,716.4604117,736.859012,767.6556286,51.195,99.55555556,68,425.713949,100,53.37837838,376.9996977,424.97669,97.98657718,927.6216216,2.333333333,2.090909091,2,2.166666667,2,99.16666667,95,94.16666667,5,452.0944256,447.9964741,482.1984211,30.10399543,98.75,96.25,98.75,0,728.7215445,726.388608,752.3111144,23.58956989,99.77777778,82,506.7291891,49.65986395,303.4013605,242.312286,526.398568,97.09821429,216.0782313,2.25,2.090909091,2.4,2.083333333,2
27,92.083,88.750,85.417,6.667,565.616,567.721,617.764,52.148,93.33333333,95.41666667,92.91666667,0.417,702.317443,748.5815081,770.5749976,68.258,98.44444444,57.33333333,450.4924443,51.00671141,188.590604,345.8266295,527.8482587,93.2735426,326.8489933,1.5,1.909090909,2,3.083333333,1,94.16666667,85.83333333,88.75,5.416666667,594.587877,589.9233004,646.7066975,52.11882045,94.16666667,94.58333333,95,-0.833333333,757.2375278,796.5342769,809.3244853,52.08695747,95.11111111,62.66666667,495.1254668,49.66442953,214.0939597,327.6128585,520.9565217,96.6367713,299.9060403,1.25,1.909090909,2.3,2.416666667,1
28,92.083,91.250,72.917,19.167,378.646,381.855,399.229,20.584,85,85.83333333,84.16666667,0.833,563.2081184,581.6057267,598.7557528,35.548,99.55555556,61.33333333,378.6832762,55.70469799,97.31543624,263.9222319,360.2554745,94.84304933,266.6275168,3.083333333,1.909090909,2.1,3.583333333,2.357142857,87.08333333,84.16666667,67.5,19.58333333,351.2270406,353.9969188,358.4573305,7.230289884,82.91666667,82.08333333,83.75,-0.833333333,551.9373822,568.5309708,578.5049171,26.5675349,99.55555556,60.66666667,377.8644992,57.33333333,93,234.9191011,328.4145729,91.23595506,239,2.5,2.272727273,2.4,3.5,2.642857143
29,95.417,91.667,83.333,12.083,362.987,355.539,435.529,72.543,86.25,85.83333333,87.91666667,-1.667,522.0578359,554.1830566,574.0497956,51.992,99.77777778,72,399.3126979,49.66442953,180.5369128,232.8980648,400.0519802,95.73991031,216.4630872,2.25,2,1.7,3,1.571428571,92.5,90.41666667,76.25,16.25,343.5426994,341.5019662,383.2115495,39.66885011,85.41666667,89.58333333,84.16666667,1.25,502.3737687,517.2562581,556.4158688,54.04210002,100,68.66666667,344.8895891,51.67785235,113.7583893,238.1653776,345.6305419,93.94618834,229.2416107,2.333333333,1.636363636,1.8,3.083333333,1.571428571
30,99.167,96.250,88.333,10.833,388.373,383.409,433.112,44.738,97.91666667,95.83333333,94.16666667,3.750,652.5057567,659.1695081,691.8690597,39.363,100,96,428.3143764,47.65100671,481.2080537,209.5750513,689.8548387,97.30941704,173.7919463,2,1.909090909,2.2,3.166666667,1.214285714,98.75,99.58333333,94.16666667,4.583333333,401.0796451,395.9723071,443.8644184,42.78477328,94.58333333,91.25,89.16666667,5.416666667,600.2344596,609.2824465,668.702302,68.46784231,99.77777778,96.66666667,444.6089483,46.93877551,521.0884354,183.6789024,704.7673378,99.77678571,161.2278912,1.333333333,2.363636364,1.6,3.166666667,1.357142857
31,95.833,98.333,96.667,-0.833,467.639,465.242,510.935,43.297,95.41666667,92.91666667,89.16666667,6.250,621.9336184,701.6880261,708.8579862,86.924,98,88,477.5811845,49.32432432,253.7162162,275.7591201,503.7416268,99.32885906,238.2837838,2.666666667,1.636363636,2.7,3.5,2,97.5,95.83333333,91.66666667,5.833333333,406.3599146,407.10479,452.0688745,45.70895994,93.33333333,93.75,93.75,-0.416666667,614.7462173,686.8901011,711.5498887,96.8036714,96.22222222,83.33333333,425.7347442,50.33557047,180.8724832,261.7570622,432.8353222,96.6367713,247.1275168,2.416666667,1.727272727,2.8,3.916666667,1.785714286
32,99.583,99.583,95.833,3.750,418.105,405.548,472.381,54.275,98.33333333,96.66666667,90.41666667,7.917,656.318748,718.8382141,843.8969871,187.578,100,98.66666667,457.3238881,46.62162162,803.0405405,177.052369,980.0929095,91.49888143,188.1418919,2.25,2.272727273,1.9,3.166666667,2.142857143,99.58333333,98.75,93.75,5.833333333,395.8058854,387.4490297,440.2276503,44.42176487,97.08333333,95,95,2.083333333,588.5396747,609.6936007,676.9185487,88.37887399,100,94.66666667,391.5715948,50.33557047,188.590604,217.6067054,397.0238663,98.20627803,205.409396,2,2.090909091,1.9,3.25,1.928571429
33,75.000,70.833,59.167,15.833,499.361,501.189,569.884,70.523,91.25,92.91666667,94.58333333,-3.333,765.8657348,781.0389468,873.1252046,107.259,99.11111111,74.66666667,420.9517113,50.33557047,236.9127517,279.9138249,500.5714286,97.75784753,259.0872483,2.75,2.090909091,2.6,3.916666667,2.857142857,70.83333333,67.5,65.41666667,5.416666667,535.8585348,563.6847917,625.551971,89.69343615,98.33333333,98.75,99.16666667,-0.833333333,766.613255,792.8805896,815.9335302,49.32027525,99.33333333,68,398.8726188,50.66666667,195.6666667,296.4716553,477.0660147,97.30337079,275.3333333,2.916666667,2.090909091,2.6,3.666666667,2.357142857
34,97.500,99.167,91.250,6.250,422.740,415.492,467.016,44.276,97.91666667,97.08333333,95.41666667,2.500,644.4059751,620.4457289,710.611411,66.205,99.77777778,94,419.2412545,49.66442953,244.295302,234.2612591,456.6795181,97.98206278,201.7214765,2.916666667,1.636363636,1.8,2.5,1.857142857,99.16666667,97.5,90,9.166666667,407.9297961,415.6639151,444.8764067,36.94661058,95,96.25,96.25,-1.25,630.0622481,621.4968973,703.1158975,73.05364939,99.77777778,97.33333333,419.7293118,48.66666667,215.6666667,238.0657596,428.385,96.62921348,199.3333333,2.416666667,2.090909091,1.9,2.5,2.071428571
35,99.583,97.500,92.500,7.083,405.263,399.547,457.960,52.697,96.66666667,92.91666667,93.75,2.917,584.3266126,598.1650161,623.8829222,39.556,98.22222222,90,443.3735835,53.02013423,154.0268456,273.5163362,414.1460396,96.6367713,260.9731544,2.333333333,2.272727273,1.8,3.416666667,2.285714286,98.75,97.91666667,96.66666667,2.083333333,395.4615986,392.1158792,432.381294,36.9196954,93.33333333,95.83333333,92.5,0.833333333,550.3370754,573.4144046,571.0322988,20.69522342,100,88,394.4684453,49.65986395,140.4761905,247.2816571,381.4763033,97.09821429,238.5238095,2.333333333,2.090909091,2.2,3.5,2.357142857
